_id,user,name,number,case_quantity,description,qoh_case,qoh_units,case_weight,reorder_quantity,length,width,height,ship_ready
979,89,CV122S,CV122S,5,Milano Colourblock Vest - S,0,2,5,0,0,0,0,0
980,89,CV122M,CV122M,7,Milano Colourblock Vest - M,0,3,7,0,0,0,0,0
981,89,CV122L,CV122L,5,Milano Colourblock Vest - L,0,2,5,0,0,0,0,0
982,89,CV122XL,CV122XL,3,Milano Colourblock Vest - XL,0,1,3,0,0,0,0,0
983,89,AJ1504BXS,AJ1504BXS,1,Vail Jacket - Black - XS,0,0,2,0,0,0,0,0
984,89,AJ1504BS,AJ1504BS,1,Vail Jacket - Black - S,0,0,2,0,0,0,0,0
985,89,AJ1504BM,AJ1504BM,2,Vail Jacket - Black - M,0,0,4,0,0,0,0,0
986,89,AJ1504BL,AJ1504BL,1,Vail Jacket - Black - L,0,0,2,0,0,0,0,0
987,89,AJ1504BXL,AJ1504BXL,1,Vail Jacket - Black - XL,0,0,2,0,0,0,0,0
988,89,CJ135WXS,CJ135WXS,2,Claire Shawl Collar Shortie - Wave - XS,0,0,4,0,0,0,0,0
989,89,CJ135WS,CJ135WS,7,Claire Shawl Collar Shortie - Wave - S,0,0,14,0,0,0,0,0
990,89,CJ135WM,CJ135WM,4,Claire Shawl Collar Shortie - Wave - M,0,0,8,0,0,0,0,0
991,89,CJ135WL,CJ135WL,4,Claire Shawl Collar Shortie - Wave - L,0,0,8,0,0,0,0,0
992,89,CJ135WXL,CJ135WXL,2,Claire Shawl Collar Shortie - Wave - XL,0,0,4,0,0,0,0,0
993,89,CJ135BLXS,CJ135BLXS,1,Claire Shawl Collar Shortie - Blush - XS,0,0,2,0,0,0,0,0
994,89,CJ135BLS,CJ135BLS,1,Claire Shawl Collar Shortie - Blush - S,0,0,2,0,0,0,0,0
995,89,CJ135BLM,CJ135BLM,2,Claire Shawl Collar Shortie - Blush - M,0,0,4,0,0,0,0,0
996,89,CJ135SXS,CJ135SXS,1,Claire Shawl Collar Shortie - Sage - XS,0,0,2,0,0,0,0,0
997,89,CJ135SM,CJ135SM,2,Claire Shawl Collar Shortie - Sage - M,0,0,4,0,0,0,0,0
998,89,CV121XS,CV121XS,6,Peacock Vest - XS,0,0,6,0,0,0,0,0
999,89,CV121S,CV121S,12,Peacock Vest - S,0,0,12,0,0,0,0,0
1000,89,CV121M,CV121M,12,Peacock Vest - M,0,0,12,0,0,0,0,0
1001,89,CV121L,CV121L,7,Peacock Vest - L,0,0,7,0,0,0,0,0
1002,89,CV121XL,CV121XL,2,Peacock Vest - XL,0,0,2,0,0,0,0,0
1003,89,CC120XS,CC120XS,1,Valentina Coat - XS,0,0,2,0,0,0,0,0
1004,89,CC120S,CC120S,6,Valentina Coat - S,0,0,12,0,0,0,0,0
1005,89,CC120M,CC120M,6,Valentina Coat - M,0,0,12,0,0,0,0,0
1006,89,CC120L,CC120L,4,Valentina Coat - L,0,0,8,0,0,0,0,0
1007,89,CC120XL,CC120XL,1,Valentina Coat - XL,0,0,2,0,0,0,0,0
1008,89,AJ1527COS,AJ1527COS,1,Audrey Swing - Cobalt - S,0,0,2,0,0,0,0,0
1009,89,AJ1527COM,AJ1527COM,1,Audrey Swing - Cobalt - M,0,0,2,0,0,0,0,0
1010,89,AJ1527COL,AJ1527COL,1,Audrey Swing - Cobalt - L,0,0,2,0,0,0,0,0
1011,89,AJ1527COXL,AJ1527COXL,1,Audrey Swing - Cobalt - XL,0,0,2,0,0,0,0,0
1012,89,AJ1527CEXS,AJ1527CEXS,1,Audrey Swing - Cerise - XS,0,0,2,0,0,0,0,0
1013,89,AJ1527CES,AJ1527CES,4,Audrey Swing - Cerise - S,0,0,8,0,0,0,0,0
1014,89,AJ1527CEM,AJ1527CEM,5,Audrey Swing - Cerise - M,0,0,10,0,0,0,0,0
1015,89,AJ1527CEL,AJ1527CEL,3,Audrey Swing - Cerise - L,0,0,6,0,0,0,0,0
1016,89,AJ1527CEXL,AJ1527CEXL,1,Audrey Swing - Cerise - XL,0,0,2,0,0,0,0,0
1017,89,AJ1527BXS,AJ1527BXS,1,Audrey Swing - Black - XS,0,0,2,0,0,0,0,0
1018,89,AJ1527BS,AJ1527BS,3,Audrey Swing - Black - S,0,0,6,0,0,0,0,0
1019,89,AJ1527BM,AJ1527BM,2,Audrey Swing - Black - M,0,0,4,0,0,0,0,0
1020,89,AJ1527BL,AJ1527BL,2,Audrey Swing - Black - L,0,0,4,0,0,0,0,0
1021,89,CC142IBS,CC142IBS,2,Long Crush Trench - Ivory/Black - S,0,0,4,0,0,0,0,0
1022,89,CC142IBM,CC142IBM,1,Long Crush Trench - Ivory/Black - M,0,0,2,0,0,0,0,0
1023,89,CC142BS,CC142BS,2,Long Crush Trench - Black - S,0,0,4,0,0,0,0,0
1024,89,CC142BM,CC142BM,2,Long Crush Trench - Black - M,0,0,4,0,0,0,0,0
1025,89,CC142BL,CC142BL,2,Long Crush Trench - Black - L,0,0,4,0,0,0,0,0
1026,89,CC142BXL,CC142BXL,1,Long Crush Trench - Black - XL,0,0,2,0,0,0,0,0
1027,89,CC112BS,CC112BS,2,Twyla Swing Coat - Black - S,0,0,6,0,0,0,0,0
1028,89,CC112BM,CC112BM,4,Twyla Swing Coat - Black - M,0,0,12,0,0,0,0,0
1029,89,CC112BL,CC112BL,3,Twyla Swing Coat - Black - L,0,0,9,0,0,0,0,0
1030,89,CC112OXS,CC112OXS,1,Twyla Swing Coat - Ocelot - XS,0,0,3,0,0,0,0,0
1031,89,CC112OS,CC112OS,1,Twyla Swing Coat - Ocelot - S,0,0,3,0,0,0,0,0
1032,89,CC112OM,CC112OM,2,Twyla Swing Coat - Ocelot - M,0,0,6,0,0,0,0,0
1033,89,CC112SXS,CC112SXS,3,Twyla Swing Coat - Sable - XS,0,0,9,0,0,0,0,0
1034,89,CC112SS,CC112SS,9,Twyla Swing Coat - Sable - S,0,0,27,0,0,0,0,0
1035,89,CC112SM,CC112SM,7,Twyla Swing Coat - Sable - M,0,0,21,0,0,0,0,0
1036,89,CC112SL,CC112SL,7,Twyla Swing Coat - Sable - L,0,0,21,0,0,0,0,0
1037,89,CC112SXL,CC112SXL,2,Twyla Swing Coat - Sable - XL,0,0,6,0,0,0,0,0
1038,89,CA715,CA715,75,Vintage Poncho,0,0,75,0,0,0,0,0
1039,89,CJ117GS,CJ117GS,2,Vespa Jacket - Grappa - S,0,0,4,0,0,0,0,0
1040,89,CJ117GL,CJ117GL,1,Vespa Jacket - Grappa - L,0,0,2,0,0,0,0,0
1041,89,CJ117PXS,CJ117PXS,2,Vespa Jacket - Petrol - XS,0,0,4,0,0,0,0,0
1042,89,CJ117PS,CJ117PS,9,Vespa Jacket - Petrol - S,0,0,18,0,0,0,0,0
1043,89,CJ117PM,CJ117PM,13,Vespa Jacket - Petrol - M,0,0,26,0,0,0,0,0
1044,89,CJ117PL,CJ117PL,7,Vespa Jacket - Petrol - L,0,0,14,0,0,0,0,0
1045,89,CJ117PXL,CJ117PXL,4,Vespa Jacket - Petrol - XL,0,0,8,0,0,0,0,0
1046,89,CJ140XS,CJ140XS,4,Crush Shortie - XS,0,0,8,0,0,0,0,0
1047,89,CJ140S,CJ140S,10,Crush Shortie - S,0,0,20,0,0,0,0,0
1048,89,CJ140M,CJ140M,10,Crush Shortie - M,0,0,20,0,0,0,0,0
1049,89,CJ140L,CJ140L,2,Crush Shortie - L,0,0,4,0,0,0,0,0
1050,89,CJ140XL,CJ140XL,2,Crush Shortie - XL,0,0,4,0,0,0,0,0
1051,89,CV158BM,CV158BM,2,Primrose Vest - Black - M,0,0,4,0,0,0,0,0
1052,89,CV158BL,CV158BL,3,Primrose Vest - Black - L,0,0,6,0,0,0,0,0
1053,89,CV158BXL,CV158BXL,1,Primrose Vest - Black - XL,0,0,2,0,0,0,0,0
1054,89,CV158OS,CV158OS,3,Primrose Vest - Ocelot - S,0,0,6,0,0,0,0,0
1055,89,CV158OM,CV158OM,8,Primrose Vest - Ocelot - M,0,0,16,0,0,0,0,0
1056,89,CV158OL,CV158OL,7,Primrose Vest - Ocelot - L,0,0,14,0,0,0,0,0
1057,89,CV158OXL,CV158OXL,2,Primrose Vest - Ocelot - XL,0,0,4,0,0,0,0,0
1058,89,CC111OXS,CC111OXS,1,Vintage Gloria Coat - Ocelot - XS,0,0,3,0,0,0,0,0
1059,89,CC111OS,CC111OS,4,Vintage Gloria Coat - Ocelot - S,0,0,12,0,0,0,0,0
1060,89,CC111OM,CC111OM,8,Vintage Gloria Coat - Ocelot - M,0,0,24,0,0,0,0,0
1061,89,CC111OL,CC111OL,6,Vintage Gloria Coat - Ocelot - L,0,0,18,0,0,0,0,0
1062,89,CC111OXL,CC111OXL,4,Vintage Gloria Coat - Ocelot - XL,0,0,12,0,0,0,0,0
1063,89,AC1508XS,AC1508XS,1,Starlet Double Breasted Coat - XS,0,0,3,0,0,0,0,0
1064,89,AC1508S,AC1508S,2,Starlet Double Breasted Coat - S,0,0,3,0,0,0,0,0
1065,89,AC1508M,AC1508M,1,Starlet Double Breasted Coat - M,0,0,3,0,0,0,0,0
1066,89,CA119,CA119,18,Cape Verde,0,0,54,0,0,0,0,0
1067,89,CA710,CA710,6,Felt Fedora,0,0,3,0,0,0,0,0
1068,89,CA725,CA725,7,Ocelot Bucket Hat,0,0,4,0,0,0,0,0
1069,89,CA708,CA708,5,Ocelot Conductor Hat,0,0,3,0,0,0,0,0
1070,89,BA846O,BA846O,5,Tipped Beret - Ocelot,0,0,3,0,0,0,0,0
1071,89,AJ3003CS,AJ3003CS,1,Kimono Sleeve Cardigan - Citron - S,0,0,1,0,0,0,0,0
1072,89,AJ3003CM,AJ3003CM,1,Kimono Sleeve Cardigan - Citron - M,0,0,1,0,0,0,0,0
1073,89,AV1621S,AV1621S,7,Spiky Whitey Vest - S,0,0,6,0,0,0,0,0
1074,89,AV1621M,AV1621M,12,Spiky Whitey Vest - M,0,0,12,0,0,0,0,0
1075,89,AV1621L,AV1621L,12,Spiky Whitey Vest - L,0,0,12,0,0,0,0,0
1076,89,AV1621XL,AV1621XL,1,Spiky Whitey Vest - XL,0,0,1,0,0,0,0,0
1077,89,BA853TO,BA853TO,21,Hobo Bag - Terra Ombre,0,0,21,0,0,0,0,0
1078,89,BA853DO,BA853DO,8,Hobo Bag - Denim Ombre,0,0,4,0,0,0,0,0
1079,89,BA855MI,BA855MI,3,Vintage Purse - Merlot Ibex,0,0,3,0,0,0,0,0
1080,89,BJ880BS,BJ880BS,2,Herman Swing - Black - S,0,0,6,0,0,0,0,0
1081,89,BJ880BM,BJ880BM,2,Herman Swing - Black - M,0,0,6,0,0,0,0,0
1082,89,BJ880BL,BJ880BL,1,Herman Swing - Black - L,0,0,3,0,0,0,0,0
1083,89,BJ880BXL,BJ880BXL,1,Herman Swing - Black - XL,0,0,3,0,0,0,0,0
1084,89,CA719CE,CA719CE,3,Bunny Hop Varsity Scarf - Cerise/Black,0,0,2,0,0,0,0,0
1085,89,CA719CH,CA719CH,4,Bunny Hop Varsity Scarf - Chianti/Black,0,0,2,0,0,0,0,0
1086,89,CA723P,CA723P,8,Faux Fur Headband - Pewter Tip,0,0,4,0,0,0,0,0
1087,89,CA723S,CA723S,7,Faux Fur Headband - Sable,0,0,4,0,0,0,0,0
1088,89,CA729B,CA729B,8,Fur Peaked Cloche - Black,0,0,4,0,0,0,0,0
1089,89,CA729S,CA729S,2,Fur Peaked Cloche - Sable,0,0,1,0,0,0,0,0
1090,89,CA771ST,CA771ST,2,Reversible Scarf - Stars/Black,0,0,1,0,0,0,0,0
1091,89,CA771S,CA771S,2,Reversible Scarf - Sable/Black,0,0,1,0,0,0,0,0
1092,89,CC116XS,CC116XS,3,Glamourette Coat - XS,0,1,9,0,0,0,0,0
1093,89,CC116S,CC116S,12,Glamourette Coat - S,0,1,36,0,0,0,0,0
1094,89,CC116M,CC116M,20,Glamourette Coat - M,0,0,60,0,0,0,0,0
1095,89,CC116L,CC116L,12,Glamourette Coat - L,0,0,36,0,0,0,0,0
1096,89,CC116XL,CC116XL,9,Glamourette Coat - XL,0,0,27,0,0,0,0,0
1097,89,CV717CES,CV717CES,1,Bunny Hop Pocket Vest - Cerise - S,0,1,1,0,0,0,0,0
1098,108,WOODFRAME-001,704981361135,12,I Effing Love Us Wood Laser Engraved Picture Frame,0,0,4,0,0,0,0,1
1099,108,KIDS-002,704981361142,12,Give Me Snacks Kids Bowl in PINK,0,29,4,0,0,0,0,1
1100,108,SURPRISE-001,704981361159,12,Surprise Giveaway Item,0,0,6,0,0,0,0,1
1101,108,HANNAHWINE-001,704981361166,1,Hannah From Below Deck 4 Pack of Wine Glasses- Set 1,0,0,2,0,0,0,0,1
1102,108,HANNAHWINE-002,704981361173,1,Hannah From Below Deck 4 Pack of Wine Glasses- Set 2,0,0,2,0,0,0,0,1
1103,108,STAINLESS-002,704981361180,12,Backhand a Bitch Stainless Wine Tumbler,0,0,7,0,0,0,0,1
1104,89,CA703W,CA703W,6,Bunny Hop Pom Hat - White,0,0,3,0,0,0,0,0
1105,108,STAINLESS-009,704981361197,12,The Baby's Napping\, I'm Getting Wasted Stainless Steel Wine Tumbler,0,0,9,0,0,0,0,1
1106,108,STAINLESS-006,704981361203,12,Shania Twain's Voice at the Liquor Store Stainless Steel Wine Tumbler,0,0,9,0,0,0,0,1
1107,108,MUG-074,704981361210,36,Wow-Literally Everyone Who Has Seen Me Today Mug,0,0,28,0,0,0,0,1
1108,89,CC111BM,CC111BM,1,Vintage Gloria Coat - Black Persian - M,0,0,3,0,0,0,0,0
1109,89,CC111BL,CC111BL,1,Vintage Gloria Coat - Black Persian - L,0,0,3,0,0,0,0,0
1110,89,CC111BXL,CC111BXL,1,Vintage Gloria Coat - Black Persian - XL,0,0,3,0,0,0,0,0
1111,89,BA892PT,BA892PT,2,Santorini Shrug - Pewter Tip,0,0,1,0,0,0,0,0
1112,89,AV1621XS,AV1621XS,1,Spiky Whitey Vest - XS,0,0,1,0,0,0,0,0
1113,89,CV717BUXS,CV717BUXS,1,Bunny Hop Pocket Vest - Butterscotch - XS,0,0,1,0,0,0,0,0
1114,89,AV2000COXL,AV2000COXL,1,Bunny Hop Vest - Cobalt - XL,0,0,1,0,0,0,0,0
1115,116,Key Blank X9,KEYBLANK-X9,16,Key Blank X9,0,70,2,10,0,0,0,0
1116,108,MUG-075,704981361227,36,I'm not a Procrastinator\, I'm Straight Up Neglectful Mug,0,0,24,0,0,0,0,1
1117,108,TEABAGCADDY-001,704981361234,36,Spill that Tea Bitch Tea Bag Caddy,0,0,12,0,0,0,0,1
1118,108,STAINLESS-011,704981361241,12,June\, June Hannah Stainless Wine Tumbler,0,1,10,0,0,0,0,1
1119,108,PLAQUE-003,704981360640,12,This House Runs of Chaos and Screaming Wall Plaque/Ornament,0,23,2,0,0,0,0,1
1120,108,STAINLESS-003,704981361258,12,Should Have Married for Money Stainless Wine Tumbler,0,0,6,0,0,0,0,1
1121,108,STAINLESS-007,704981361265,12,I Don't Have Time to Brush My Hair Stainless Wine Tumbler,0,0,6,0,0,0,0,1
1122,108,STAINLESS-008,704981361272,12,Don't Bring Aunt Jemima Into This Stainless Wine Tumbler,0,0,6,0,0,0,0,1
1123,108,STAINLESS-012,704981361289,12,29 More Hours of Sleep Stainless Wine Tumbler,0,0,6,0,0,0,0,1
1124,108,SUGAR-004,704981361296,12,Suspicious White Substance Sugar Bowl,0,0,12,0,0,0,0,1
1125,108,TRINKET-002,704981361302,12,Heard you say I'm not the baddest\, bitch\, you lied Trinket Dish,0,102,4,0,0,0,0,1
1126,108,TRINKET-003,704981361319,12,Kiss the ring and kick rocks\, sis Trinket Dish,0,111,4,0,0,0,0,1
1127,108,TRINKET-004,704981361326,12,Ain't got enough money to pay me respect,0,15,4,0,0,0,0,1
1128,108,TRINKET-005,704981361333,12,I don't play tag\, bitch I've been it. Trinket Dish,0,86,4,0,0,0,0,1
1129,108,CORKSCREW-001,704981361340,12,Screw It Wooden Corkscrew,0,0,3,0,0,0,0,1
1130,108,WINE-012,704981361357,12,Dear Santa I Don't Have to Explain Shit to You Wine Glass,0,18,6,0,0,0,0,1
1131,108,STAINLESS-013,704981361364,12,I'm Done Peopling Today Let Me Drink in Peace Stainless Tumbler,0,0,6,0,0,0,0,1
1132,108,STAINLESS-001,704981361371,12,I'm All for Douchebags Changing Their Ways Stainless Tumbler,0,0,6,0,0,0,0,1
1133,108,WINE-013,704981361388,12,Feelin' Stabby Stemless Wine Glass,0,78,4,0,0,0,0,1
1134,108,WINE-014,704981361395,12,Happy Hour is Much More of a State of Mind Wine Glass,0,0,4,0,0,0,0,1
1135,108,WINE-015,704981361401,12,I'm Planning to Pair This with Whatever My Kid Refuses to Eat Wine Glass,0,45,4,0,0,0,0,1
1136,202,20oz Tumbler,20ozTumbler,12,20oz insulated tumbler with lid,0,100,18,0,0,0,0,0
1137,202,30oz Tumbler,30ozTumbler,12,30oz insulated tumbler with lid,0,100,24,0,0,0,0,0
1138,202,64 oz Insulated Growler,64ozInsulatedGrowler,12,64 oz Insulated Growler,0,50,36,0,0,0,0,0
1139,202,Brew Pub Glass – 16 oz.,BrewPubGlass16 oz.,12,Brew Pub Glass – 16 oz.,0,100,12,0,0,0,0,0
1140,202,12oz Wine Tumbler,12ozWineTumbler,12,12oz Wine Tumbler with lid,0,100,8,0,0,0,0,0
1141,202,Stemless Wine Glass – 15 oz.,StemlessWineGlass15oz,12,Stemless Wine Glass – 15 oz.,0,100,10,0,0,0,0,0
1142,202,8.5oz Wine Glass,8.5ozWineGlass,12,8.5oz Wine Glass,0,12,10,0,0,0,0,0
1143,202,Shot Glass – 1.5 oz. Tapered,Shot Glass1.5ozTapered,48,Shot Glass – 1.5 oz. Tapered,0,200,16,0,0,0,0,0
1144,108,STAINLESS-015,704981361418,24,Booze and Bad Choices Stainless Steel Tumbler,0,0,12,0,0,0,0,1
1145,108,STAINLESS-017 ,704981361425,24,Not the Worst Mom Stainless Steel Wine Tumbler,0,1,12,0,0,0,0,1
1146,108,STAINLESS-016,704981361432,24,Adopt all the Dogs Stainless Steel Wine Tumbler,0,0,12,0,0,0,0,1
1147,108,STAINLESS-014,704981361449,24,If You're Going to Make a Mistake Stainless Steel Wine Tumbler,0,2,12,0,0,0,0,1
1148,108,MUG-076,704981361456,144,Feelin' Stabby COFFEE MUG,0,98,124,0,0,0,0,1
1149,108,PLATE-007,0001,12,I Was Told There'd Be Pie Plate,0,0,4,0,0,0,0,1
1150,108,PLATE-008,0002,12,Pass the Carbs Plate,0,0,4,0,0,0,0,1
1151,108,PLATE-009,0003,12,Oh Snap (Wishbone) Plate,0,0,4,0,0,0,0,1
1152,108,STAINLESS-010,0004,12,If Failure Was Never An Option Stainless Wine Tumbler,0,0,6,0,0,0,0,1
1153,108,CANISTER-002,002,12,CANISTER-002 Shut up Canister,0,0,24,0,0,0,0,0
1154,7,ESPRESSO CUP SET PINK-BROWN BOX,A92019-2,36,PINK AND BROWN BOX,0,0,39,0,0,0,0,0
1155,7,PIZZA PEEL/CHARCEUTERIE BOARD,A35008,24,INNER CARTONS 2-12,22,22,32,0,0,0,0,0
1156,7,MINI TAPAS APP BOARDS,A35009,48,INNER CARTONS 2X24,0,0,33,0,0,0,0,0
1157,7,PADDLE FOR BOWLS/SERVING,A35005,48,INNER CARTONS 2X24,2,3,57,0,0,0,0,0
1158,7,BEER FLIGHT/TASTING PADDLE,A35006,48,INNER CARTONS 2X24,23,6,42,0,0,0,0,0
1159,7,OLIVE CANOE,A35007,96,INNER CARTON 4X24,7,90,35,0,0,0,0,0
1160,116,Seat Latches,944SEATLATCHES,16,Seat Latches,0,1,9,10,0,0,0,0
1161,222,Glam Eyeshadow Palette,850012919117,24,Glam 5 pan Eyeshadow Palette,0,0,5,250,0,0,0,0
1162,222,Shimmer Eyeshadow Palette	,850012919094,24,Shimmer 5 pan Eyeshadow Palette,0,0,5,250,0,0,0,0
1163,222,Romance Eyeshadow Palette	,850012919100,24,Romance 5 pan Eyeshadow Palette,0,0,5,250,0,0,0,0
1164,222,Cherry Lipstick	,850012919032,24,Cherry Lipstick,0,0,1,250,0,0,0,0
1165,222,Love Lipstick,850012919049,24,Love Lipstick,0,0,1,250,0,0,0,0
1166,222,Whisper Lipstick,850012919063,24,Whisper Lipstick,0,0,1,250,0,0,0,0
1167,222,BeBe Lipstick,850012919018,24,BeBe Lipstick,0,0,1,250,0,0,0,0
1168,222,Obsessed Lipstick	,850012919025,24,Obsessed Lipstick	,0,0,1,250,0,0,0,0
1169,222,Bella Lipstick,850012919056,24,Bella Lipstick,0,0,1,250,0,0,0,0
1170,222,Kiss Lipstick,850012919087,24,Kiss Lipstick,0,0,1,250,0,0,0,0
1171,222,Queen Lipstick,850012919070,24,Queen Lipstick,0,0,1,250,0,0,0,0
1172,222,Ultimate Volume Mascara,850012919001,24,Ultimate Volume Mascara,0,0,2,250,0,0,0,0
1173,222,VALENTINE COLLECTION,850012919162,24,Iced Out 3 pan Eyeshadow (Item #850012919124) Frosted Lipstick (Item #850012919148)Sexy Glow Shimmer Stick (Item #850012919131) ,0,0,9,0,0,0,0,0
1174,108,WHITESOAP-001,WS001,24,You know what you touched,0,0,24,0,0,0,0,0
1175,108,WHITESOAP-002,WS002,24,Ugh wash your fucking hands,0,0,24,0,0,0,0,0
1176,108,PLAQUE 004,P004,12,NO SELFIES IN BATHROOM,0,17,6,0,0,0,0,0
1177,108,PLAQUE 005,P005,12,DONT BE HUMBLE OR KIND,0,0,6,0,0,0,0,0
1178,108,Stainless-005,S005,12,Too Privileged of a person,0,0,7,0,0,0,0,0
1179,108,STAINLESS-018,S018,12,I am a fucking delight,0,0,7,0,0,0,0,0
1180,108,WINE-016,W016,12,Yasssss Queen City,0,0,10,0,0,0,0,0
1181,108,TRAY-001,TRAY001,12,Keys\, wallet\, phone\, don't cry today Rectangular Dish,0,210,12,0,0,0,0,0
1182,222,Iced Out 3 pan Eyeshadow,850012919124,24,Iced Out 3 pan Eyeshadow,0,0,6,250,0,0,0,0
1183,222,Frosted Lipstick,850012919148,24,Frosted Lipstick,0,0,6,250,0,0,0,0
1184,222,Sexy Glow Shimmer Stick,850012919131,24,Sexy Glow Shimmer Stick,0,0,6,250,0,0,0,0
1185,108,,,24,,0,0,12,0,0,0,0,0
1186,108,STAINLESS-019,S019,24,Worst Day of my Life Stainless Steel Tumbler,0,0,12,0,0,0,0,0
1187,108,Wine-018,w018,12,I like my alcohol two ways straight up and by myself,0,74,10,0,0,0,0,0
1188,108,Wine-019,w019,12,I wonder if wine spends all day thinking about me,0,0,10,0,0,0,0,0
1189,108,Mug-077 Horny bitch,M077,36,horny bitch,0,35,24,0,0,0,0,0
1190,108,Mug-078 Its going down I'm yelling timber,078,144,its going down i'm yelling timber,0,74,124,0,0,0,0,0
1191,108,Mug-079 I'm starting to feel jealous of people in comas,079,36,I'm starting to feel jealous of people in comas,0,39,24,0,0,0,0,0
1192,108,Mug-080 you can take a seat in the punk bitch section,080,36,you can take a seat in the punk bitch section,0,24,24,0,0,0,0,0
1193,108,TREAT-001,T001,12,Puppies Get in Formation,0,0,24,0,0,0,0,0
1194,108,WOODSPOON-002,WOOD02,60,Let's get sauced,0,151,8,0,0,0,0,0
1195,108,FLOWER-005,FLOWER005,12,Home is Where the Plants are Dead Flower Pot,0,0,10,0,0,0,0,1
1196,108,MUG-081,MUG081,36,Oh Fuck No Mug,0,74,30,0,0,0,0,1
1197,108,MUG-082,MUG082,36,Anxiety Meds Aren't Enough Mug,0,31,30,0,0,0,0,1
1198,108,PLAQUE-006,P006,12,Unsupervised Child at a Birthday Party,0,65,4,0,0,0,0,0
1199,108,MUG-083,M083,36,A World Without Florida Map Mug,0,31,32,0,0,0,0,1
1200,108,WINE-020,WINE020,12,Oh Fuck No WINE GLASS,0,45,10,0,0,0,0,1
1201,230,5 x 8 Journal,LP02,50,Pedova Journal,0,280,31,0,0,0,0,0
1202,230,Wireless Charging Journal,LP03,30,Wireless Charging Journal,0,49,21,0,0,0,0,0
1203,230,Zoom Wireless Powerbank 7003-66WH,LP04,40,Wireless Powerbank,0,51,32,0,0,0,0,0
1204,230,Quake Charging Pad,LP05,100,Charging Pad,0,35,15,0,0,0,0,0
1205,230,Backpack 2-Gray 0022-59GY,LP07,10,Backpack 2-Gray,0,27,37,0,0,0,0,0
1206,230,Collapsible Bottle-Black,LP08,24,Collapsible Bottle-Black,0,11,15,0,0,0,0,0
1207,230,Liveperson Pen Orange,LP10,500,Liveperson Pen Orange,0,412,20,0,0,0,0,0
1208,230,Liveperson Pen- black,LP11,500,Liveperson Pen- black,0,332,22,0,0,0,0,0
1209,5,Test Item 555,55555,5,Test Item 555,9,0,5,0,0,0,0,0
1210,5,Test Item 444,44444,5,Test Item 444,0,1,5,0,0,0,0,0
1211,230,Backpack 1-0022-58GY,LP06,12,Backpack 1 Grey-0022-58GY,0,13,32,0,0,0,0,0
1212,230,Popsocket,LP01,250,Popsocket,0,177,5,0,0,0,0,0
1213,230,Wireless Earbuds,LP09,50,Wireless Earbuds,0,31,24,0,0,0,0,0
1214,230,White Water Bottle,LP12,24,White Water Bottle,0,246,22,0,0,0,0,0
1215,230,Non Woven Tote-Orange,LP13,100,Orange Tote Bag,0,138,32,0,0,0,0,0
1216,230,Hat-White,LP15,144,White Baseball Hat,0,45,54,0,0,0,0,0
1217,247,All Day Hand Sanitizer 10 ml spray bottle,59001006005,750,All Day Hand Sanitizer 10 ml spray bottle,11,0,14,0,0,0,0,0
1218,247,All Day Hand Sanitizer Bottle 2 fl oz 3 pack,59001006043,24,All Day Hand Sanitizer Bottle 2 fl oz 3 pack,0,223,12,0,0,0,0,0
1219,247,All Day Hand Sanitizer Bottle 2 fl oz 6 pack,59001006043-6pk,24,All Day Hand Sanitizer Bottle 2 fl oz 6 pack,0,568,24,0,0,0,0,0
1220,230,YETI LIKE BOTTLE,LP14,24,WHITE TMBLER,0,27,25,0,0,0,0,0
1221,128,TED'S FAMOUS HOT SAUCE,7361900050,12,TED'S HOT DOG SAUCE,0,25,12,0,0,0,0,0
1222,128,JIM'S SECRET STEAK SAUCE,9208000198,12,JIM'S SECRET STEAK SAUCE,0,16,12,0,0,0,0,0
1223,128,CHIAVETTAS BBQ MARINADE 64OZ,2047712200,6,CHIAVETTAS BBQ MARINADE 64OZ,0,16,28,0,0,0,0,0
1224,128,CHIAVETTAS BBQ MARINADE 32 OZ,2047711100,12,CHIAVETTAS BBQ MARINADE 32 OZ,0,19,29,0,0,0,0,0
1225,128,CHARLIE THE BUTCHER WECK MIX,WECKMIX001,12,CHARLIE THE BUTCHER WECK MIX,0,15,9,0,0,0,0,0
1226,128,DINOSAUR BBQ CAJUN FOREPLAY,5650400302,12,DINOSAUR BBQ CAJUN FOREPLAY SPICE,0,22,6,0,0,0,0,0
1227,128,DINOSAUR BBQ ROASTED GARLIC HONEY,5650400304,6,DINOSAUR BBQ ROASTED GARLIC HONEY SAUCE,0,9,11,0,0,0,0,0
1228,128,DINOSAUR BBQ WANGO TANGO SAUCE,5650400306,6,DINOSAUR BBQ WANGO TANGO SAUCE,0,9,11,0,0,0,0,0
1229,128,DINOSAUR BBQ CREOLE HONEY MUSTARD SAUCE,5650400303,6,DINOSAUR BBQ CREOLE HONEY MUSTARD SAUCE,0,10,11,0,0,0,0,0
1230,128,DINOSAUR BBQ SENSUOUS SLATHERING SAUCE,5650400305,6,DINOSAUR BBQ SENSUOUS SLATHERING SAUCE,0,9,11,0,0,0,0,0
1231,128,MIGHTY TACO HOT SAUCE,9208065001,12,MIGHT TACO MIGHTY HOT STUFF,0,30,16,0,0,0,0,0
